Query,Tool
What is the current price of Microsoft stock?,GetStockPrice
Get historical data for Facebook from 2012-01-01 to 2016-12-31.,GetHistoricalData
Sell 400 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the current price of Google stock?,GetStockPrice
Get historical data for Apple from 2008-01-01 to 2014-12-31.,GetHistoricalData
Buy 600 shares of Tesla.,ExecuteTrade
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
What is the current price of Tesla stock?,GetStockPrice
Get historical data for Microsoft from 2010-01-01 to 2015-12-31.,GetHistoricalData
Sell 1000 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
What is the current price of Apple stock?,GetStockPrice
Get historical data for Google from 2020-01-01 to 2022-12-31.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Apple from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Get historical stock data for Tesla from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Buy 100 shares of Alphabet.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Microsoft from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Sell 500 shares of Amazon.,ExecuteTrade
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Google from 2010 to 2019.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Buy 200 shares of Microsoft.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Facebook from 2012 to 2018.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Sell 100 shares of Alphabet.,ExecuteTrade
What is the current price of Google stock?,GetStockPrice
Get historical stock data for Apple from 2015 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Buy 500 shares of Tesla.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Amazon from 2010 to 2017.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Sell 200 shares of Netflix.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the current sentiment of Tesla's financial news.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the real-time price of Apple stock.,GetStockPrice
Fetch the historical data for Amazon from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Netflix.,ExecuteTrade
Analyze the overall sentiment of Disney's financial news.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get the historical price data for Google from 2015 to 2019.,GetHistoricalData
Submit a sell order for 500 shares of Amazon.,ExecuteTrade
Analyze the sentiment of Facebook's financial news.,AnalyzeSentiment
Get the real-time price of Netflix stock.,GetStockPrice
Fetch the historical data for Tesla from 2010 to 2015.,GetHistoricalData
Buy 100 shares of Disney.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
Get the current price of Facebook stock.,GetStockPrice
Analyze the overall sentiment of Apple's financial news.,AnalyzeSentiment
Get the historical price data for Netflix from 2012 to 2018.,GetHistoricalData
Submit a buy order for 200 shares of Microsoft.,ExecuteTrade
Get the real-time price of Google stock.,GetStockPrice
Fetch the historical data for Disney from 2015 to 2020.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 100 shares of Google.,ExecuteTrade
Get historical stock prices for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 50 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 200 shares of Netflix.,ExecuteTrade
Analyze the market sentiment for Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Facebook from 2015 to 2020.,GetHistoricalData
Buy 500 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Sell 100 shares of Microsoft.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Calculate the total value of my portfolio including Apple shares.,CalculatePortfolioValue
Analyze the market sentiment for Netflix.,AnalyzeSentiment
Get historical data for Google from 2012 to 2018.,GetHistoricalData
Submit a sell order for 300 shares of Amazon.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Apple from 2010 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Sell 200 shares of Facebook.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Amazon from 2018-01-01 to 2021-12-31.,GetHistoricalData
Buy 100 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Sell 300 shares of Alphabet.,ExecuteTrade
Get historical stock data for Facebook from 2015-01-01 to 2019-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Buy 50 shares of Tesla.,ExecuteTrade
What is the current price of Alphabet stock?,GetStockPrice
Get historical stock data for Google from 2012-01-01 to 2016-12-31.,GetHistoricalData
Sell 400 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Get historical stock data for Tesla from 2010-01-01 to 2014-12-31.,GetHistoricalData
Buy 800 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
What is the current price of Netflix stock?,GetStockPrice
Sell 600 shares of Apple.,ExecuteTrade
Get historical stock data for Alphabet from 2008-01-01 to 2012-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Buy 200 shares of Facebook.,ExecuteTrade
Get historical stock data for Netflix from 2007-01-01 to 2011-12-31.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the value of my entire portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Get historical data for Amazon from 2018-01-01 to 2021-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Buy 1000 shares of Netflix.,ExecuteTrade
Get the current price of Microsoft stock.,GetStockPrice
Get historical data for Google from 2015-01-01 to 2019-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Sell 500 shares of Tesla.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Get historical data for Tesla from 2010-01-01 to 2018-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Buy 2000 shares of Alphabet.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Get historical data for Facebook from 2012-01-01 to 2016-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Sell 1000 shares of Amazon.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Get historical data for Apple from 2008-01-01 to 2014-12-31.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Buy 500 shares of Microsoft.,ExecuteTrade
Get the current price of Facebook.,GetStockPrice
Get historical data for Netflix from 2010-01-01 to 2015-12-31.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical price data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 1000 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Get historical data for Facebook from 2015 to 2019.,GetHistoricalData
Calculate the value of my Apple shares.,CalculatePortfolioValue
Buy 50 shares of Netflix.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Sell 300 shares of Google.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Get historical data for Amazon from 2012 to 2018.,GetHistoricalData
Calculate the value of my portfolio including Apple and Google shares.,CalculatePortfolioValue
Submit a sell order for 500 shares of Tesla.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Apple from 2008 to 2014.,GetHistoricalData
Analyze the sentiment of recent news about Alphabet.,AnalyzeSentiment
Buy 100 shares of Microsoft.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
I want to sell 5 shares of Google.,ExecuteTrade
Get the historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
What is the value of my current portfolio?,CalculatePortfolioValue
Buy 20 shares of Tesla at the current market price.,ExecuteTrade
Get the real-time price of Apple stock.,GetStockPrice
Fetch the historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 15 shares of Amazon at $100 per share.,ExecuteTrade
Analyze the overall sentiment of recent news about Netflix.,AnalyzeSentiment
What is the current price of Microsoft stock?,GetStockPrice
Get the historical data for Facebook from 2015 to 2019.,GetHistoricalData
Sell 10 shares of Alphabet at the current market price.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Get the real-time price of Google stock.,GetStockPrice
Fetch the historical data for Tesla from 2010 to 2015.,GetHistoricalData
Submit a sell order for 25 shares of Microsoft at $200 per share.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the value of my portfolio after buying 5 shares of Apple?,CalculatePortfolioValue
Get the historical data for Netflix from 2012 to 2018.,GetHistoricalData
Buy 30 shares of Facebook at the current market price.,ExecuteTrade
Get the real-time price of Facebook stock.,GetStockPrice
Fetch the historical data for Apple from 2005 to 2010.,GetHistoricalData
Submit a buy order for 20 shares of Alphabet at $500 per share.,ExecuteTrade
